Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
e9f2e119-0113-dcd9-11f8-4626dcd6c6fd,1985-08-29,2010-02-01,999-10-6085,S99951786,X26685360X,Ms.,Shirlee202,Shawnna218,Haley279,,,,white,nonhispanic,F,Santa Ana  California  US,1000 Ortiz Forge,Oceano,California,San Luis Obispo County,6079.0,93445,35.002935127562495,-120.6170738075068,8699.35,241012.38,10710
952a16f8-d323-b2b7-cb24-7ea6487b9466,1997-12-06,,999-48-9492,S99948358,X32135668X,Ms.,Flossie205,Elodia940,Pfeffer420,,,,black,nonhispanic,F,Fontana  California  US,425 Rippin Landing,Los Angeles,California,Los Angeles County,6037.0,90071,33.73187922394946,-118.28491255904883,167858.42,202434.16,79599
de0e3385-09bc-7b2f-4ef5-ef04f3901a5a,1960-01-15,,999-27-3115,S99923234,X24274053X,Mr.,Franklin857,Tommy814,Streich926,,,W,black,nonhispanic,M,Buena Park  California  US,720 Reichert Vale Unit 76,San Diego,California,San Diego County,6073.0,92129,32.825793578397764,-117.12963876177096,182473.92,1588013.78,45155
37f4e39d-8f7b-d8d5-eddc-a8a4f0749952,1978-09-25,,999-60-1043,S99985610,X78176403X,Ms.,Eliz744,Dona966,Moore224,,,S,white,nonhispanic,F,Santa Monica  California  US,996 Schaden Manor,Yucaipa,California,San Bernardino County,6071.0,92359,34.03785904355437,-117.13972240444107,23761.92,2484893.61,1762
3fe9cd60-6f9c-2f68-8d8c-6ab4aee40635,1995-12-26,,999-16-4851,S99967464,X84781387X,Mrs.,Shizue554,Drucilla444,Kerluke267,,Harber290,M,black,nonhispanic,F,Fremont  California  US,247 Ratke Rue,Los Angeles,California,Los Angeles County,6037.0,90039,34.05484397615165,-118.22102069725902,54682.37,497726.49,32848
8ee318b5-d99d-ecc0-b69b-2be1bb8c93b0,1965-08-02,,999-76-7059,S99916457,X81234103X,Mr.,Miguel815,Sancho742,Viera553,,,D,hawaiian,hispanic,M,Carolina  Puerto Rico  PR,203 Harvey Green,Santee,California,San Diego County,6073.0,92021,32.87838182590329,-116.89445716986133,97417.1,145514.17,34643
bec920c4-42a1-1e8c-5f76-540e07d34b6c,1980-02-09,,999-43-6446,S99949249,X67483974X,Mr.,Ellis535,Johnson679,Gutkowski940,,,S,black,nonhispanic,M,San Jose  California  US,110 Conroy Dam,Parkway,California,Sacramento County,,0,38.48567485876829,-121.45856468717608,124395.1,54369.74,160330
08ff4103-6c76-182f-0921-9d1300d652b3,1988-08-05,,999-80-1634,S99964110,X19668415X,Ms.,Susannah249,Kimiko714,Labadie908,,,S,asian,nonhispanic,F,San Diego  California  US,464 Kilback Rapid,Los Angeles,California,Los Angeles County,6037.0,90290,34.22404652275488,-118.57608705274431,9600.0,553277.61,16405
3ab9eb1f-6e7b-9f59-30c9-46f93de4a4f6,1977-12-17,,999-85-5058,S99927688,X80529443X,Mr.,Vicente970,Samuel331,Garay400,,,M,white,hispanic,M,Juarez  Chihuahua  MX,141 Runolfsson Village,Apple Valley,California,San Bernardino County,6071.0,92308,34.57004309389479,-117.08332901174116,167935.88,24195.54,53904
a79cb7f6-b3cf-6797-7a00-6094a3f23e05,1987-08-24,,999-68-4994,S99977748,X34024748X,Mrs.,Joselyn874,Reyna401,Kutch271,,Mayert710,W,white,nonhispanic,F,Modesto  California  US,965 Hoppe Haven Apt 25,Sacramento,California,Sacramento County,6067.0,95834,38.54936353500299,-121.44438054525902,158253.5,1186116.71,44129
edc367d0-ce0e-9ca1-b5c9-56f3933907f3,1971-12-16,,999-19-8894,S99941237,X31547190X,Mr.,Dirk334,,King743,,,M,white,nonhispanic,M,Rialto  California  US,1045 Anderson Throughway,Vacaville,California,Solano County,6095.0,95687,38.308338003609045,-121.98116420521823,10841.47,335036.5,21703
51b7984b-3f2f-505b-9944-d415a5c6d9ff,1952-08-10,2022-10-02,999-77-1040,S99970403,X877315X,Mr.,Jake169,Frank378,Bayer639,,,M,asian,hispanic,M,Moreno Valley  California  US,961 Muller Flat Unit 54,Brea,California,Orange County,6059.0,92886,33.902242731910896,-117.76211255773896,559385.52,863483.66,39336
2fc81a6f-2af0-1541-1b28-ce9275a8836d,2023-08-19,,999-97-5109,,,,Olympia319,Ayanna800,Reynolds644,,,,white,nonhispanic,F,San Buenaventura (Ventura)  California  US,227 Reinger Extension Unit 70,San Jose,California,Santa Clara County,6085.0,95117,37.4138462372628,-121.72205033439452,8299.11,768.87,151844
a435a0ac-0490-b270-7b7a-1eaf1303a0e9,2024-07-20,,999-96-4901,,,,Cruz300,Archie818,Bednar518,,,,white,nonhispanic,M,Santa Clarita  California  US,1090 Koss Haven Apt 13,Modesto,California,Stanislaus County,6099.0,95355,37.627486974803176,-120.92794632587184,34022.69,0.0,58992
3aa7c942-cc3b-8e2a-c9a5-05cc997c7a4c,1969-01-18,,999-95-2459,S99955434,X89008265X,Mrs.,Eryn994,Velda682,Auer97,,Bogisich202,M,white,hispanic,F,Rancho San Diego  California  US,668 Haley Trace Unit 9,Rosemead,California,Los Angeles County,6037.0,90640,34.05059238194124,-118.10457272913436,728481.32,1179705.88,55463
53b25e4b-f30f-33fa-4f13-0b2516c091c2,1964-08-19,,999-32-9635,S99999521,X71974642X,Mr.,Santiago500,Santiago500,Zúñiga630,,,M,asian,hispanic,M,Lima  Lima Province  PE,543 Runolfsdottir Hollow,Altadena,California,Los Angeles County,6037.0,91001,34.18893672829434,-118.12635680890918,334535.76,1494527.8,128331
766a44b0-a1a7-2d44-c403-278da3f78402,1971-07-01,,999-86-2987,S99960253,X15326293X,Mr.,Stan246,Burl285,Keeling57,,,D,white,hispanic,M,Ukiah  California  US,312 Torphy Flat,Lancaster,California,Los Angeles County,6037.0,93551,34.67639773451858,-117.88544537866844,91396.31,127584.03,39297
2f20ce0a-ed2d-c2b7-91c5-7a9c4b6f1e64,1959-06-28,,999-61-7039,S99957867,X66866112X,Mrs.,María Soledad68,Alicia629,Rodríquez611,,Razo972,D,white,hispanic,F,Carolina  Puerto Rico  PR,806 Pfannerstill Rue,Westminster,California,Orange County,6059.0,92708,33.715785694043134,-117.9660799876858,14276.88,538575.91,10299
2826c0b6-7f72-edcf-ddec-70a18fe40fba,1985-08-29,,999-33-3051,S99976922,X43687375X,Mrs.,Margie619,Tiffiny991,Schiller186,,Davis923,M,white,nonhispanic,F,Buellton  California  US,491 Bergnaum Esplanade,Oceano,California,San Luis Obispo County,6079.0,93445,35.00246155323084,-120.59705132520465,16955.13,1201088.28,10710
cd933487-85ce-04b5-4d85-2ebcf09a098b,2011-05-08,,999-26-5385,,,,Veda284,Faith802,Botsford977,,,,black,nonhispanic,F,Victorville  California  US,274 Cruickshank Walk Unit 40,Oceanside,California,San Diego County,6073.0,92058,33.18498261727107,-117.23530523500808,75125.65,14529.14,83908
0eec7dfd-9439-db0c-c3b6-b6ffb4dd7e16,1988-02-23,,999-21-9074,S99921922,X66544388X,Mr.,Cleveland582,Parker433,Parker433,,,D,white,hispanic,M,Kingsburg  California  US,625 Larson Mission,Lynwood,California,Los Angeles County,6037.0,90222,33.93891993697285,-118.29974114279786,37590.46,75791.85,45718
8af80b6f-a4cc-1163-a419-f2df0f19f41a,2011-11-10,,999-39-6801,,,,Alton320,Fredrick998,Pouros728,,,,white,nonhispanic,M,Vineyard  California  US,695 Christiansen Throughway Unit 30,Simi Valley,California,Ventura County,6111.0,93065,34.28467014005053,-118.69016560734366,2350.0,69257.46,5351
3ab46d1e-db14-3b66-f970-5faeee54a7c0,1998-01-25,,999-42-2942,S99999042,X57966579X,Mr.,Chas63,,Champlin946,,,,white,nonhispanic,M,Jurupa Valley  California  US,521 Buckridge Club Unit 87,Corning,California,Tehama County,6103.0,96021,39.96496966030904,-122.24358167270836,72980.0,11447.99,93232
2d6be52a-9e8d-c869-7abb-7a4df08c889e,1954-01-11,1999-03-12,999-16-2809,S99915415,X9040278X,Mrs.,Débora815,Victoria535,Bueno515,,Valle770,D,black,hispanic,F,Panama City  Panama  PA,143 Veum Manor Suite 89,Inglewood,California,Los Angeles County,6037.0,90302,33.978134670472926,-118.31552003315774,255428.57,799064.67,375907
07683b30-ceae-8174-a219-33b56a54c993,1937-03-16,,999-44-4729,S99958359,X84796971X,Mrs.,Nakesha793,,Oberbrunner298,,Pfannerstill264,M,white,nonhispanic,F,Anaheim  California  US,769 Lehner Stravenue,Chula Vista,California,San Diego County,6073.0,91915,32.59883467998612,-117.09264087014456,886883.57,1727259.99,98540
52d8199d-90e4-9310-efcf-f3d42b9e1b89,1989-06-11,,999-39-9461,S99942221,X58613391X,Mr.,Kirk871,Dalton260,Hyatt152,,,M,white,hispanic,M,Riverside  California  US,131 Schowalter Landing Apt 66,Los Angeles,California,Los Angeles County,6037.0,90057,34.137911758532056,-118.30289553212177,98703.23,20149.05,52400
dd9e9858-0e37-30a0-0128-888a3acff1fa,1982-02-12,,999-38-5005,S99965843,X22782623X,Mrs.,Shauna908,Tia76,Brown30,,Erdman779,M,white,hispanic,F,San Bernardino  California  US,366 Murazik Bay Suite 69,Florence-Graham,California,Los Angeles County,,0,33.93907100201892,-118.25269751021696,490202.31,1485625.5,37759
6aa09495-034e-5b95-6580-56a9529d556c,2021-05-20,,999-62-7684,,,,Antonio44,Gil594,Schultz619,,,,white,nonhispanic,M,Torrance  California  US,602 Runolfsson Ferry,Oakland,California,Alameda County,6001.0,94601,37.71683312323446,-122.18985037205816,25506.37,12270.12,654219
f30d9caa-5b38-1aa7-bdb5-79a6f9029102,1996-12-11,,999-81-9298,S99940859,X18583002X,Mrs.,Jimmy858,Charlyn749,Kovacek682,,Schaden604,M,white,nonhispanic,F,Santa Barbara  California  US,829 Sipes Approach Suite 77,Folsom,California,Sacramento County,6067.0,95742,38.57903676729232,-121.24722270319928,196169.21,505546.6,143518
8c02f382-0b45-ab61-2df4-b5f51ff0997d,2017-12-27,,999-48-2437,,,,Berta524,Micaela928,Altamirano540,,,,white,hispanic,F,Lima  Lima Province  PE,530 Batz Knoll Unit 87,Novato,California,Marin County,6041.0,94947,38.17140762232264,-122.5302904933803,20304.22,34561.03,136179
716d27ae-cf02-93ac-5987-fafabae18ffd,1963-10-13,2016-12-20,999-83-4778,S99922369,X66197095X,Mr.,Royal919,Floyd420,Howe413,,,M,white,nonhispanic,M,San Diego  California  US,662 Becker Heights Apt 61,Los Angeles,California,Los Angeles County,6037.0,91316,34.143783878639155,-118.24937359255362,223692.7,13173.74,74641
f6692dad-3775-fd92-5216-6e7386af9665,1965-01-17,,999-29-5271,S99919770,X38034408X,Mr.,Marco Antonio298,Jacobo456,Valdez992,,,M,white,hispanic,M,Santiago  Santiago Province  CL,263 Koepp Row,Temescal Valley,California,Riverside County,,0,33.7122237873584,-117.49982510695033,153042.55,10517.45,147575
8c794724-4b99-f00b-782f-35ff3ffb1165,1941-08-21,,999-83-2094,S99981141,X27408486X,Mr.,Cliff504,Louis204,Wilkinson796,,,M,white,nonhispanic,M,Huntington Beach  California  US,383 Lehner Brook Suite 99,Temecula,California,Riverside County,6065.0,92591,33.68904595182536,-117.02134080731108,351813.48,155189.0,120470
985f4f51-9530-7c45-2748-ca1a0f940624,1986-02-19,,999-10-7059,S99937219,X71522403X,Mrs.,Candace369,Harriet337,Schaden604,,Gerlach374,M,white,nonhispanic,F,Vallejo  California  US,633 Herzog Wall,Alhambra,California,Los Angeles County,6037.0,91776,34.06788403769542,-118.08293806509116,251722.4,783131.42,83562
fdeb8280-a226-1d68-b11e-d93daa5753a8,2002-02-27,,999-71-6044,S99946894,X81114292X,Mr.,Jerónimo599,Carlos172,Heredia716,,,,white,hispanic,M,Marigot  Saint Andrew Parish  DM,624 Collins Gateway,Los Angeles,California,Los Angeles County,6037.0,90275,34.08665090443188,-118.14213892976836,80582.67,4757.96,97478
68d44a5c-5f4f-44c5-2a73-4aaf66bd93e9,1986-10-04,,999-35-4473,S99929327,X72914131X,Mrs.,Shannan727,Eveline832,Lesch175,,O'Conner199,D,black,nonhispanic,F,South Gate  California  US,381 O'Reilly Highlands,San Lorenzo,California,Alameda County,6001.0,94580,37.70605797341172,-122.0943802424579,116902.72,1344026.05,44247
fffc5120-f23e-7e98-84ce-82ec73e2ab1b,2005-12-13,,999-89-5163,S99957778,,Ms.,Cristina921,Alejandra902,Cruz300,,,,white,hispanic,F,Port-au-Prince  Haiti  HT,1003 Stamm Club Suite 76,Atascadero,California,San Luis Obispo County,6079.0,93465,35.54014778278354,-120.72072669079232,7632.18,878753.15,13004
09d60c62-e211-5855-b965-b9c8d446899a,1970-02-03,2024-01-19,999-96-6695,S99975394,X84667139X,Mr.,Ricardo560,Rubén780,Mejía318,,,M,native,hispanic,M,Bogota  Bogota  CO,1049 Bauch Parade Apt 38,Fresno,California,Fresno County,6019.0,93710,36.81252031788965,-119.83441231730916,244250.98,115733.57,76566
32426f22-ce79-93a5-1221-f892d5658d85,2022-09-19,,999-63-9570,,,,Julio César525,Alfonso758,Barraza113,,,,asian,hispanic,M,San Salvador  El Salvador  SV,614 Von Road Suite 35,San Jose,California,Santa Clara County,6085.0,95110,37.27453857453586,-122.03766397864052,584.05,8103.15,33898
82f26c94-ae04-7464-7912-bbe74ef7b915,1954-01-11,,999-17-7562,S99918346,X78757153X,Mrs.,Manuela585,Patricia625,Roque844,,Centeno914,M,black,hispanic,F,San Jose  San Jose  CR,222 Jakubowski Grove,Inglewood,California,Los Angeles County,6037.0,90303,33.91249083297431,-118.38315987437733,376033.4,1537576.91,375907
98e3be1d-681e-1b8d-a98b-23d2fbb8b2a3,1948-09-12,,999-43-5269,S99963515,X20027761X,Mrs.,Jeannine438,Laci507,Ward668,,Koepp521,M,white,nonhispanic,F,Compton  California  US,480 Padberg Road Unit 64,South El Monte,California,Los Angeles County,6037.0,91733,34.08273474846835,-118.01742107493683,767059.01,557447.06,79496
197618ab-5194-a073-852b-c3a4e70f6cc6,2000-03-26,,999-50-2175,S99987537,X13686555X,Ms.,Laila673,Christia477,Volkman526,,,,white,nonhispanic,F,Santa Clarita  California  US,814 Pfannerstill Glen Unit 13,Los Gatos,California,Santa Clara County,6085.0,95070,37.25604526383631,-122.06536334313049,188429.77,210091.39,43574
294d4f74-10e8-218f-d68a-8a3427d50dec,1981-08-21,,999-27-6986,S99910352,X2208355X,Mrs.,Eva64,Guillermina633,Nájera755,,Caraballo427,M,asian,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,658 Gottlieb Lodge Unit 29,Los Angeles,California,Los Angeles County,6037.0,90044,33.99880518003719,-118.40880418792162,18213.62,1648969.98,9439
befcea9a-bdc7-2c77-2ee3-406f9dc4b493,1973-07-30,,999-66-7898,S99933438,X16878535X,Mrs.,Carlota980,Rosalia943,Abreu185,,Ríos175,M,white,hispanic,F,Juarez  Chihuahua  MX,300 Boehm Fort Suite 89,San Anselmo,California,Marin County,6041.0,94960,37.94858896605923,-122.61241252905572,165329.09,737766.29,782145
e046a49a-5992-0028-fa3b-d6c545ae3237,1956-06-17,2024-12-12,999-60-9033,S99937659,X31452673X,Mrs.,Floria545,Patrica776,Cole117,,Kessler503,M,asian,nonhispanic,F,San Francisco  California  US,667 Barton Terrace Unit 6,Los Angeles,California,Los Angeles County,6037.0,91306,34.02008065388601,-118.37332357359404,74520.98,1886260.56,22184
272e4b9a-ca20-7bc1-bd47-5acd89995555,2024-09-03,,999-76-9743,,,,Devon268,Erin498,Hirthe744,,,,white,nonhispanic,M,Oildale  California  US,663 Swaniawski Row Apt 94,Pacific Grove,California,Monterey County,6053.0,93950,36.57408833583042,-121.90584502512728,4502.18,0.0,76998
d3939fd4-7e9b-945a-983f-b3ab972c8a4b,1952-08-10,2013-09-10,999-57-2768,S99974935,X75581290X,Mr.,Todd315,Collin529,Mohr916,,,M,asian,hispanic,M,Los Angeles  California  US,574 Dicki Run Apt 87,Brea,California,Orange County,6059.0,92821,33.919124810239936,-117.92565251383095,158578.08,996109.61,39336
632d22f6-80eb-f741-7ed3-e6019f7f1395,1950-09-02,,999-60-9495,S99991892,X64752779X,Mr.,Anton902,Elden718,Gulgowski816,,,M,asian,nonhispanic,M,Los Angeles  California  US,303 Stroman Gate Apt 70,Santa Ana,California,Orange County,6059.0,92705,33.73015588052246,-117.92100496460466,397637.99,1227885.73,174258
e12f5c09-8daf-6ba9-52a0-194a8d3476a7,2003-03-05,,999-34-9095,S99985963,X53125207X,Mr.,Vaughn909,Leroy603,Champlin946,,,,asian,nonhispanic,M,Campbell  California  US,100 Kub Glen Apt 8,San Francisco,California,San Francisco County,6075.0,94116,37.78759032463108,-122.40728476032074,4200.0,93925.89,12202
eece9e52-b6bd-e3e9-e7d5-e16d50641a1c,1970-02-03,1988-12-08,999-55-1975,S99940932,,Mr.,Samuel331,Octavio643,Bernal586,,,,native,hispanic,M,Guatemala City  Guatemala  GT,351 McLaughlin Rapid,Fresno,California,Fresno County,6019.0,93611,36.79113312151016,-119.84513852927338,62201.94,0.0,76566
d83cf238-520a-030b-e1e1-692676162998,2011-02-01,,999-38-8443,,,,Sang383,Chrystal576,Bailey598,,,,white,hispanic,F,Crockett  California  US,431 Keeling Dam,Bakersfield,California,Kern County,6029.0,93314,35.4207691599006,-119.19589615411468,35017.34,6312.18,62980
95b60c6f-8939-2de3-8d1e-753db5b76fa4,1993-10-11,,999-30-8578,S99978433,X84526764X,Mrs.,Alleen813,Arielle168,Gorczany269,,Bins636,M,asian,nonhispanic,F,Ahmedabad  Gujarat  IN,555 Hauck Mews Unit 23,Alameda,California,Alameda County,6001.0,94502,37.72194397569715,-122.25773721076568,454190.48,104761.51,47626
1a59dd72-c6da-7271-df47-d69d364d480b,2010-03-23,,999-75-7145,,,,Leticia253,Lucia634,Roldán470,,,,asian,hispanic,F,Santiago de los Caballeros  Santiago  DO,1058 Heidenreich Passage Apt 57,Baldwin Park,California,Los Angeles County,6037.0,91746,34.00962580312633,-117.98461250192784,2850.0,52533.15,2457
afddfbd5-e255-7e2a-7faa-a6fc494454d4,2015-05-22,,999-61-9843,,,,María Cristina383,Yolanda648,Loya635,,,,white,hispanic,F,Havana  Havana  CU,847 Davis Byway Apt 23,Stockton,California,San Joaquin County,6077.0,95210,37.85748986730962,-121.22021741909204,2002.04,39551.04,15376
1442309d-75bd-ebad-ca19-edbb5e2a3c32,1963-10-13,,999-18-7906,S99971769,X75678754X,Mr.,Irvin970,,Conroy74,,,M,white,nonhispanic,M,Oxnard  California  US,126 Littel Fork,Los Angeles,California,Los Angeles County,6037.0,90011,33.94862629704529,-118.37616506424396,332007.64,85641.34,74641
fe870ace-5510-e961-6309-ec709269ffca,1986-02-20,,999-47-1459,S99991456,X8338477X,Mr.,Normand813,Buddy254,Halvorson124,,,S,white,nonhispanic,M,Irvine  California  US,613 Williamson Avenue Suite 71,Aliso Viejo,California,Orange County,6059.0,92677,33.51006685137634,-117.66974936030202,126572.09,11263.65,57220
a464bee0-c446-7069-1450-8bb0fb27ef12,2000-05-01,,999-81-8648,S99988887,X59592452X,Mr.,Antone63,Jared66,Schamberger479,,,,asian,nonhispanic,M,Highland  California  US,1002 Herzog Haven Apt 45,Palmdale,California,Los Angeles County,6037.0,93550,34.53412235845386,-118.0203009106793,63172.36,15349.01,68084
de1f8206-eba8-c96e-027f-3315b4a720dd,1991-05-04,,999-82-5729,S99930808,X72165167X,Mr.,Pat3,Jarod376,Lang846,,,S,black,hispanic,M,Moreno Valley  California  US,217 Von Track Suite 62,Corona,California,Riverside County,6065.0,92881,33.953113662899284,-117.58919489197424,17021.69,86511.9,24045
ddc9fe2d-c37d-0aa6-ddcc-6acae5685ced,1990-09-22,,999-69-3521,S99989442,X11493239X,Mr.,Loren192,Cody889,Nikolaus26,,,M,white,hispanic,M,Fresno  California  US,137 Rutherford Harbor,Brentwood,California,Contra Costa County,6013.0,94513,37.9332095671232,-121.6802228075603,93269.19,78719.84,693151
bcbbe67b-1bdb-8dcd-6995-45ced78effe5,1945-09-21,,999-19-8537,S99988330,X37197979X,Mr.,Chet188,Eli762,Feest103,,,D,white,nonhispanic,M,Hamburg  Hamburg  DE,618 Kunde Promenade Apt 74,Corcoran,California,Kings County,6031.0,93212,36.0534863391954,-119.55044874089236,255676.02,181818.22,43205
